,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,CSDs,first_year,equal_to_previous
2469,8332.0,Wednesday,B,2013,wasaga,the wasaga sun,metroland media group ltd.,0.0,ON,8332.0,metroland media group ltd.,"['wasaga ,ON, Canada']",20675.0,17537.0,17.9,12516.0,9005.0,352.6,58.64,50.0,17950.0,3670.0,5990.0,8290.0,310.0,2055.0,17950.0,17500.0,29545.0,20405.0,16780.0,3580.0,"[(44.5224813, -80.0203156)]",['Wasaga Beach'],2013,False
2470,7996.0,Thursday,T,2014,kapuskasing,the weekender,sun media corporation,0.0,ON,7996.0,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2014,False
2471,8075.0,Thursday,T,2015,kapuskasing,the weekender,sun media corporation,,ON,8075.0,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2014,False
2472,8499.0,Thursday,T,2016,kapuskasing,the weekender,sun media corporation,,ON,8499.0,postmedia network inc.,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2014,False
2473,8613.0,Thursday,T,2017,kapuskasing,the weekender,postmedia network inc.,,ON,8613.0,postmedia network inc.,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2014,False
2474,8960.0,Wednesday,B,2013,rainy%20river,the westend weekly,westend weekly,20.0,ON,8980.0,westend weekly,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0,"[(48.8208533, -92.6997993)]","['Rainy River, Unorganized']",2013,False
2475,,Wednesday,B,2014,rainy%20river,the westend weekly,westend weekly,,ON,,westend weekly,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0,"[(48.8208533, -92.6997993)]","['Rainy River, Unorganized']",2013,True
2476,,Wednesday,B,2015,rainy%20river,the westend weekly,westend weekly,,ON,,westend weekly,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0,"[(48.8208533, -92.6997993)]","['Rainy River, Unorganized']",2013,True
2477,,Wednesday,B,2016,rainy%20river,the westend weekly,westend weekly,,ON,,westend weekly,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0,"[(48.8208533, -92.6997993)]","['Rainy River, Unorganized']",2013,True
2478,,Wednesday,B,2017,rainy%20river,the westend weekly,westend weekly,,ON,,westend weekly,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0,"[(48.8208533, -92.6997993)]","['Rainy River, Unorganized']",2013,True
2479,,Wednesday,B,2018,rainy%20river,the westend weekly,westend weekly,,ON,,westend weekly,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0,"[(48.8208533, -92.6997993)]","['Rainy River, Unorganized']",2013,True
2480,,Wednesday,B,2019,rainy%20river,the westend weekly,westend weekly,,ON,,westend weekly,"['rainy river ,ON, Canada']",1385.0,1159.0,19.5,2048.0,593.0,0.1,12257.85,49.4,1145.0,220.0,305.0,620.0,40.0,190.0,1185.0,1150.0,41109.0,1300.0,1200.0,70.0,"[(48.8208533, -92.6997993)]","['Rainy River, Unorganized']",2013,True
2481,6.0,Tuesday,T,2018,wiarton,the wiarton echo,postmedia network inc.,1355.0,ON,1361.0,postmedia network inc.,"['wiarton ,ON, Canada']",8416.0,8413.0,0.0,6945.0,3741.0,15.8,532.29,49.3,7180.0,1535.0,2030.0,3620.0,200.0,750.0,7160.0,6990.0,29388.0,8185.0,7580.0,600.0,"[(44.7438271, -81.1408154)]",['South Bruce Peninsula'],2018,False
2482,0.0,Tuesday,T,2019,wiarton,the wiarton echo,postmedia network inc.,1048.0,ON,1048.0,postmedia network inc.,"['wiarton ,ON, Canada']",8416.0,8413.0,0.0,6945.0,3741.0,15.8,532.29,49.3,7180.0,1535.0,2030.0,3620.0,200.0,750.0,7160.0,6990.0,29388.0,8185.0,7580.0,600.0,"[(44.7438271, -81.1408154)]",['South Bruce Peninsula'],2018,False
2483,19670.0,Wednesday,T,2014,chatham,this week,sun media corporation,0.0,ON,19670.0,sun media corporation,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",['Chatham-Kent'],2014,False
2484,30800.0,Wednesday,T,2014,sault%20ste.%20marie,this week,sun media corporation,0.0,ON,30800.0,sun media corporation,"['sault ste. marie ,ON, Canada']",73368.0,75141.0,-2.4,34485.0,32634.0,328.6,223.24,44.6,61445.0,11680.0,18435.0,31330.0,870.0,10575.0,61445.0,59470.0,33171.0,71880.0,65285.0,6230.0,"[(46.52391, -84.320068)]",['Sault Ste. Marie'],2014,False
2485,19785.0,Wednesday,T,2015,chatham,this week,sun media corporation,,ON,19785.0,sun media corporation,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",['Chatham-Kent'],2014,False
2486,30800.0,Wednesday,T,2015,sault%20ste.%20marie,this week,sun media corporation,,ON,30800.0,sun media corporation,"['sault ste. marie ,ON, Canada']",73368.0,75141.0,-2.4,34485.0,32634.0,328.6,223.24,44.6,61445.0,11680.0,18435.0,31330.0,870.0,10575.0,61445.0,59470.0,33171.0,71880.0,65285.0,6230.0,"[(46.52391, -84.320068)]",['Sault Ste. Marie'],2014,False
2487,19760.0,Wednesday,T,2016,chatham,this week,sun media corporation,,ON,19760.0,postmedia network inc.,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",['Chatham-Kent'],2014,False
2488,,Wednesday,T,2017,chatham,this week,postmedia network inc.,,ON,,postmedia network inc.,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",['Chatham-Kent'],2014,True
2489,,Wednesday,T,2018,chatham,this week,postmedia network inc.,,ON,,postmedia network inc.,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",['Chatham-Kent'],2014,True
2490,,Wednesday,T,2019,chatham,this week,postmedia network inc.,,ON,,postmedia network inc.,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",['Chatham-Kent'],2014,True
2491,13190.0,Thursday,T,2013,toronto,thoi bao,thoi bao inc.,0.0,ON,13190.0,thoi bao inc.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,False
2492,13029.0,Thursday,T,2014,toronto,thoi bao,thoi bao inc.,,ON,13029.0,thoi bao inc.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,False
2493,12089.0,Thursday,T,2015,toronto,thoi bao,thoi bao inc.,,ON,12089.0,thoi bao inc.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,False
2494,10872.0,Thursday,T,2016,toronto,thoi bao,thoi bao inc.,,ON,10872.0,thoi bao inc.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,False
2500,24500.0,12-times per year,T,2018,toronto,thornhill post,post city magazines,0.0,ON,24500.0,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2018,False
2501,24075.0,12-times per year,T,2019,toronto,thornhill post,post city magazines,,ON,24075.0,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2018,False
2495,24831.0,Monthly,T,2013,toronto,thornhill post,post city magazines,0.0,ON,24831.0,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,False
2496,24500.0,Monthly,T,2014,toronto,thornhill post,post city magazines,,ON,24500.0,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,False
2497,,Monthly,T,2015,toronto,thornhill post,post city magazines,,ON,,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,True
2498,,Monthly,T,2016,toronto,thornhill post,post city magazines,,ON,,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,True
2499,,Monthly,T,2017,toronto,thornhill post,post city magazines,,ON,,post city magazines,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,True
2502,7131.0,Thursday,T,2016,thorold,thorold niagara news,sun media corporation,0.0,ON,7131.0,postmedia network inc.,"['thorold ,ON, Canada']",18801.0,17931.0,4.9,8498.0,7466.0,226.5,82.99,40.7,15635.0,3100.0,5165.0,7370.0,195.0,2345.0,15635.0,15055.0,30912.0,18550.0,15885.0,2375.0,"[(43.1249127, -79.2005935)]",['Thorold'],2016,False
2503,7215.0,Thursday,T,2017,thorold,thorold niagara news,postmedia network inc.,,ON,7215.0,postmedia network inc.,"['thorold ,ON, Canada']",18801.0,17931.0,4.9,8498.0,7466.0,226.5,82.99,40.7,15635.0,3100.0,5165.0,7370.0,195.0,2345.0,15635.0,15055.0,30912.0,18550.0,15885.0,2375.0,"[(43.1249127, -79.2005935)]",['Thorold'],2016,False
2504,43740.0,Friday,T,2013,thunder%20bay,thunder bay source,thunder bay post inc.,0.0,ON,43740.0,thunder bay post inc.,"['thunder bay ,ON, Canada']",5872.0,5909.0,-0.6,6130.0,2589.0,0.1,97009.8,45.9,5100.0,1145.0,1200.0,2755.0,115.0,715.0,5040.0,4885.0,35704.0,5820.0,5370.0,445.0,"[(49.809661, -88.4811791)]","['Thunder Bay, Unorganized']",2013,False
2505,43740.0,Thursday,T,2014,thunder%20bay,thunder bay source,dougall media,0.0,ON,43740.0,thunder bay post inc.,"['thunder bay ,ON, Canada']",5872.0,5909.0,-0.6,6130.0,2589.0,0.1,97009.8,45.9,5100.0,1145.0,1200.0,2755.0,115.0,715.0,5040.0,4885.0,35704.0,5820.0,5370.0,445.0,"[(49.809661, -88.4811791)]","['Thunder Bay, Unorganized']",2014,False
2506,43739.0,Thursday,T,2015,thunder%20bay,thunder bay source,dougall media,,ON,43739.0,dougall media,"['thunder bay ,ON, Canada']",5872.0,5909.0,-0.6,6130.0,2589.0,0.1,97009.8,45.9,5100.0,1145.0,1200.0,2755.0,115.0,715.0,5040.0,4885.0,35704.0,5820.0,5370.0,445.0,"[(49.809661, -88.4811791)]","['Thunder Bay, Unorganized']",2014,False
2507,43740.0,Thursday,T,2016,thunder%20bay,thunder bay source,dougall media,,ON,43740.0,dougall media,"['thunder bay ,ON, Canada']",5872.0,5909.0,-0.6,6130.0,2589.0,0.1,97009.8,45.9,5100.0,1145.0,1200.0,2755.0,115.0,715.0,5040.0,4885.0,35704.0,5820.0,5370.0,445.0,"[(49.809661, -88.4811791)]","['Thunder Bay, Unorganized']",2014,False
2508,43717.0,Thursday,T,2017,thunder%20bay,thunder bay source,dougall media,,ON,43717.0,dougall media,"['thunder bay ,ON, Canada']",5872.0,5909.0,-0.6,6130.0,2589.0,0.1,97009.8,45.9,5100.0,1145.0,1200.0,2755.0,115.0,715.0,5040.0,4885.0,35704.0,5820.0,5370.0,445.0,"[(49.809661, -88.4811791)]","['Thunder Bay, Unorganized']",2014,False
2509,43438.0,Thursday,T,2018,thunder%20bay,thunder bay source,dougall media,,ON,43438.0,dougall media,"['thunder bay ,ON, Canada']",5872.0,5909.0,-0.6,6130.0,2589.0,0.1,97009.8,45.9,5100.0,1145.0,1200.0,2755.0,115.0,715.0,5040.0,4885.0,35704.0,5820.0,5370.0,445.0,"[(49.809661, -88.4811791)]","['Thunder Bay, Unorganized']",2014,False
2510,39903.0,Thursday,T,2019,thunder%20bay,thunder bay source,dougall media,,ON,39903.0,dougall media,"['thunder bay ,ON, Canada']",5872.0,5909.0,-0.6,6130.0,2589.0,0.1,97009.8,45.9,5100.0,1145.0,1200.0,2755.0,115.0,715.0,5040.0,4885.0,35704.0,5820.0,5370.0,445.0,"[(49.809661, -88.4811791)]","['Thunder Bay, Unorganized']",2014,False
2511,50.0,Tuesday,T,2013,tilbury,tilbury times,postmedia network inc.,1073.0,ON,1123.0,postmedia network inc.,"['tilbury ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.2593155, -82.4322682)]",['Chatham-Kent'],2013,False
2512,,Tuesday,T,2014,tilbury,tilbury times,postmedia network inc.,1128.0,ON,1178.0,postmedia network inc.,"['tilbury ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.2593155, -82.4322682)]",['Chatham-Kent'],2013,False
2513,48.0,Tuesday,T,2015,tilbury,tilbury times,postmedia network inc.,1065.0,ON,1113.0,postmedia network inc.,"['tilbury ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.2593155, -82.4322682)]",['Chatham-Kent'],2013,False
2514,50.0,Tuesday,T,2016,tilbury,tilbury times,postmedia network inc.,863.0,ON,913.0,postmedia network inc.,"['tilbury ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.2593155, -82.4322682)]",['Chatham-Kent'],2013,False
2515,75.0,Tuesday,T,2017,tilbury,tilbury times,postmedia network inc.,835.0,ON,910.0,postmedia network inc.,"['tilbury ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.2593155, -82.4322682)]",['Chatham-Kent'],2013,False
2516,317.0,Tuesday,T,2018,tilbury,tilbury times,postmedia network inc.,761.0,ON,1078.0,postmedia network inc.,"['tilbury ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.2593155, -82.4322682)]",['Chatham-Kent'],2013,False
2517,75.0,Tuesday,T,2019,tilbury,tilbury times,postmedia network inc.,758.0,ON,833.0,postmedia network inc.,"['tilbury ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.2593155, -82.4322682)]",['Chatham-Kent'],2013,False
2518,9277.0,Thursday,T,2013,chatham,tilbury/wheatley this week,sun media corporation,0.0,ON,9277.0,sun media corporation,"['chatham ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.4057219, -82.1853837)]",['Chatham-Kent'],2013,False
2519,8400.0,Thursday,T,2014,tilbury,tilbury/wheatley this week,sun media corporation,,ON,8400.0,sun media corporation,"['tilbury ,ON, Canada']",101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0,"[(42.2593155, -82.4322682)]",['Chatham-Kent'],2013,False
2520,8910.0,Wednesday,T,2013,tillsonburg,tillsonburg independent,sun media corporation,966.0,ON,9876.0,sun media corporation,"['tillsonburg ,ON, Canada']",15872.0,15301.0,3.7,7297.0,7127.0,710.8,22.33,46.2,13255.0,3445.0,4335.0,5480.0,180.0,1390.0,13255.0,12840.0,32240.0,15595.0,13705.0,1875.0,"[(42.859494, -80.7265015)]",['Tillsonburg'],2013,False
2522,70.0,Friday,B,2013,tillsonburg,tillsonburg news,sun media corporation,2075.0,ON,2145.0,sun media corporation,"['tillsonburg ,ON, Canada']",15872.0,15301.0,3.7,7297.0,7127.0,710.8,22.33,46.2,13255.0,3445.0,4335.0,5480.0,180.0,1390.0,13255.0,12840.0,32240.0,15595.0,13705.0,1875.0,"[(42.859494, -80.7265015)]",['Tillsonburg'],2013,False
2523,0.0,Friday,B,2018,tillsonburg,tillsonburg news,postmedia network inc.,1173.0,ON,1173.0,postmedia network inc.,"['tillsonburg ,ON, Canada']",15872.0,15301.0,3.7,7297.0,7127.0,710.8,22.33,46.2,13255.0,3445.0,4335.0,5480.0,180.0,1390.0,13255.0,12840.0,32240.0,15595.0,13705.0,1875.0,"[(42.859494, -80.7265015)]",['Tillsonburg'],2013,False
2525,,Friday,B,2019,tillsonburg,tillsonburg news,postmedia network inc.,,ON,,postmedia network inc.,"['tillsonburg ,ON, Canada']",15872.0,15301.0,3.7,7297.0,7127.0,710.8,22.33,46.2,13255.0,3445.0,4335.0,5480.0,180.0,1390.0,13255.0,12840.0,32240.0,15595.0,13705.0,1875.0,"[(42.859494, -80.7265015)]",['Tillsonburg'],2013,True
2521,70.0,Monday,B,2013,tillsonburg,tillsonburg news,sun media corporation,1974.0,ON,2044.0,sun media corporation,"['tillsonburg ,ON, Canada']",15872.0,15301.0,3.7,7297.0,7127.0,710.8,22.33,46.2,13255.0,3445.0,4335.0,5480.0,180.0,1390.0,13255.0,12840.0,32240.0,15595.0,13705.0,1875.0,"[(42.859494, -80.7265015)]",['Tillsonburg'],2013,False
2524,9639.0,Wednesday,T,2018,tillsonburg,tillsonburg news,postmedia network inc.,716.0,ON,10355.0,postmedia network inc.,"['tillsonburg ,ON, Canada']",15872.0,15301.0,3.7,7297.0,7127.0,710.8,22.33,46.2,13255.0,3445.0,4335.0,5480.0,180.0,1390.0,13255.0,12840.0,32240.0,15595.0,13705.0,1875.0,"[(42.859494, -80.7265015)]",['Tillsonburg'],2018,False
2526,,Wednesday,T,2019,tillsonburg,tillsonburg news,postmedia network inc.,,ON,,postmedia network inc.,"['tillsonburg ,ON, Canada']",15872.0,15301.0,3.7,7297.0,7127.0,710.8,22.33,46.2,13255.0,3445.0,4335.0,5480.0,180.0,1390.0,13255.0,12840.0,32240.0,15595.0,13705.0,1875.0,"[(42.859494, -80.7265015)]",['Tillsonburg'],2018,True
2535,44.0,Wednesday,T,2014,exeter,times advocate,metroland media group ltd.,2609.0,ON,2653.0,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",['South Huron'],2014,False
2536,37.0,Wednesday,T,2015,exeter,times advocate,metroland media group ltd.,2476.0,ON,2513.0,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",['South Huron'],2014,False
2537,84.0,Wednesday,T,2016,exeter,times advocate,metroland media group ltd.,2158.0,ON,2242.0,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",['South Huron'],2014,False
2538,93.0,Wednesday,T,2017,exeter,times advocate,metroland media group ltd.,1912.0,ON,2005.0,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",['South Huron'],2014,False
2539,10500.0,Friday,T,2014,exeter,times advocate weekender,metroland media group ltd.,0.0,ON,10500.0,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",['South Huron'],2014,False
2540,,Friday,T,2015,exeter,times advocate weekender,metroland media group ltd.,,ON,,metroland media group ltd.,"['exeter ,ON, Canada']",10096.0,9945.0,1.5,4644.0,4249.0,23.7,425.41,45.9,8180.0,1960.0,2620.0,3595.0,125.0,800.0,8180.0,8030.0,33385.0,9700.0,8880.0,815.0,"[(43.3449871, -81.4801081)]",['South Huron'],2014,True
